wordpair,Level,candidate_type,type,n_steps,n_model_candidates,n_human_candidates,n_intersection,intersection
sit-stand,easy,clueOption3,union,16,5850,39,34,"['lay down', 'muscles', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,union,32,7836,39,34,"['lay down', 'muscles', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,union,64,9514,39,35,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,union,128,10778,39,35,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,union,256,11572,39,36,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'transition', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,union,512,11917,39,36,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'transition', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,union,1024,12075,39,36,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'transition', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,union,2048,12155,39,36,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'transition', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption3,union,4096,12176,39,36,"['lay down', 'muscles', 'pledge', 'squat', 's', 'lazy', 'posture', 'body', 'position', 'lounge', 'bus', 'wait', 'sofa', 'rest', 'ground', 'waiting', 'legs', 'upright', 'chair', 'class', 'rise', 'down', 'desk', 'couch', 'command', 'recline', 'table', 'relax', 'transition', 'restaurant', 'dog', 'state', 'get up', 'ability', 'muscle', 'hold']"
sit-stand,easy,clueOption4,intersection,2,13,11,0,[]
sit-stand,easy,clueOption4,intersection,4,397,11,4,"['movement', 'rise', 'desk', 'stool']"
sit-stand,easy,clueOption4,intersection,8,1324,11,5,"['subway', 'rise', 'desk', 'stool', 'movement']"
sit-stand,easy,clueOption4,intersection,16,2625,11,6,"['subway', 'rise', 'desk', 'switch', 'stool', 'movement']"
sit-stand,easy,clueOption4,intersection,32,4394,11,7,"['podium', 'subway', 'rise', 'desk', 'switch', 'stool', 'movement']"
sit-stand,easy,clueOption4,intersection,64,6366,11,7,"['podium', 'subway', 'rise', 'desk', 'switch', 'stool', 'movement']"
sit-stand,easy,clueOption4,intersection,128,8361,11,9,"['podium', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,intersection,256,10049,11,9,"['podium', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,intersection,512,11169,11,9,"['podium', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,intersection,1024,11719,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,intersection,2048,11997,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,intersection,4096,12112,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,union,2,170,11,3,"['podium', 'rise', 'perch']"
sit-stand,easy,clueOption4,union,4,1720,11,8,"['podium', 'subway', 'rise', 'desk', 'squat', 'stool', 'movement', 'perch']"
sit-stand,easy,clueOption4,union,8,3792,11,9,"['podium', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'perch']"
sit-stand,easy,clueOption4,union,16,5850,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,union,32,7836,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,union,64,9514,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,union,128,10778,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,union,256,11572,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,union,512,11917,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,union,1024,12075,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,union,2048,12155,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption4,union,4096,12176,11,10,"['podium', 'perch', 'subway', 'rise', 'desk', 'squat', 'switch', 'stool', 'movement', 'stationary']"
sit-stand,easy,clueOption5,intersection,2,13,3,1,['table']
sit-stand,easy,clueOption5,intersection,4,397,3,1,['table']
sit-stand,easy,clueOption5,intersection,8,1324,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,intersection,16,2625,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,intersection,32,4394,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,intersection,64,6366,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,intersection,128,8361,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,intersection,256,10049,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,intersection,512,11169,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,intersection,1024,11719,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,intersection,2048,11997,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,intersection,4096,12112,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,2,170,3,1,['table']
sit-stand,easy,clueOption5,union,4,1720,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,8,3792,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,16,5850,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,32,7836,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,64,9514,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,128,10778,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,256,11572,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,512,11917,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,1024,12075,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,2048,12155,3,2,"['verb', 'table']"
sit-stand,easy,clueOption5,union,4096,12176,3,2,"['verb', 'table']"
sit-stand,easy,clueOption6,intersection,2,13,1,0,[]
sit-stand,easy,clueOption6,intersection,4,397,1,0,[]
sit-stand,easy,clueOption6,intersection,8,1324,1,0,[]
sit-stand,easy,clueOption6,intersection,16,2625,1,1,['stretch']
sit-stand,easy,clueOption6,intersection,32,4394,1,1,['stretch']
sit-stand,easy,clueOption6,intersection,64,6366,1,1,['stretch']
sit-stand,easy,clueOption6,intersection,128,8361,1,1,['stretch']
sit-stand,easy,clueOption6,intersection,256,10049,1,1,['stretch']
sit-stand,easy,clueOption6,intersection,512,11169,1,1,['stretch']
sit-stand,easy,clueOption6,intersection,1024,11719,1,1,['stretch']
sit-stand,easy,clueOption6,intersection,2048,11997,1,1,['stretch']
sit-stand,easy,clueOption6,intersection,4096,12112,1,1,['stretch']
sit-stand,easy,clueOption6,union,2,170,1,0,[]
sit-stand,easy,clueOption6,union,4,1720,1,0,[]
sit-stand,easy,clueOption6,union,8,3792,1,1,['stretch']
sit-stand,easy,clueOption6,union,16,5850,1,1,['stretch']
sit-stand,easy,clueOption6,union,32,7836,1,1,['stretch']
sit-stand,easy,clueOption6,union,64,9514,1,1,['stretch']
sit-stand,easy,clueOption6,union,128,10778,1,1,['stretch']
sit-stand,easy,clueOption6,union,256,11572,1,1,['stretch']
sit-stand,easy,clueOption6,union,512,11917,1,1,['stretch']
sit-stand,easy,clueOption6,union,1024,12075,1,1,['stretch']
sit-stand,easy,clueOption6,union,2048,12155,1,1,['stretch']
sit-stand,easy,clueOption6,union,4096,12176,1,1,['stretch']
stern-wind,hard,clueOption1,intersection,2,2,24,1,['strong']
stern-wind,hard,clueOption1,intersection,4,316,24,8,"['severe', 'blow', 'boat', 'ship', 'sail', 'storm', 'strong', 'breeze']"
stern-wind,hard,clueOption1,intersection,8,1187,24,12,"['New York', 'severe', 'blow', 'tornado', 'boat', 'mill', 'sail', 'ship', 'storm', 'earth', 'strong', 'breeze']"
stern-wind,hard,clueOption1,intersection,16,2588,24,16,"['gust', 'aggressive', 'New York', 'severe', 'blow', 'tornado', 'boat', 'mill', 'sail', 'ship', 'storm', 'earth', 'strong', 'extreme', 'breeze', 'harsh']"
stern-wind,hard,clueOption1,intersection,32,4368,24,18,"['gust', 'aggressive', 'New York', 'strict', 'blow', 'severe', 'boat', 'mill', 'tornado', 'ship', 'sail', 'storm', 'serious', 'earth', 'strong', 'extreme', 'breeze', 'harsh']"
stern-wind,hard,clueOption1,intersection,64,6410,24,23,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,intersection,128,8428,24,23,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,intersection,256,10062,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,intersection,512,11170,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,intersection,1024,11757,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,intersection,2048,12001,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,intersection,4096,12121,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,2,185,24,16,"['gust', 'severe', 'strict', 'tornado', 'blow', 'boat', 'breeze', 'ship', 'sail', 'serious', 'storm', 'earth', 'strong', 'firm', 'mill', 'harsh']"
stern-wind,hard,clueOption1,union,4,1824,24,20,"['blow', 'tornado', 'earth', 'strong', 'mill', 'harsh', 'severe', 'strict', 'sail', 'firm', 'extreme', 'sailing', 'aggressive', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,8,3851,24,21,"['blow', 'tornado', 'earth', 'strong', 'mill', 'harsh', 'severe', 'strict', 'sail', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,16,5896,24,21,"['blow', 'tornado', 'earth', 'strong', 'mill', 'harsh', 'severe', 'strict', 'sail', 'extreme', 'firm', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,32,7863,24,22,"['blow', 'tornado', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'boats', 'extreme', 'firm', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,64,9555,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,128,10832,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,256,11536,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,512,11909,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,1024,12076,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,2048,12149,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption1,union,4096,12180,24,24,"['blow', 'tornado', 'continuous', 'earth', 'strong', 'mill', 'harsh', 'strict', 'severe', 'sail', 'melted', 'boats', 'firm', 'extreme', 'sailing', 'aggressive', 'New York', 'boat', 'storm', 'gust', 'sailboat', 'ship', 'serious', 'breeze']"
stern-wind,hard,clueOption2,intersection,2,2,36,1,['strong']
stern-wind,hard,clueOption2,intersection,4,316,36,16,"['hard', 'blow', 'severe', 'boat', 'loud', 'sail', 'ship', 'storm', 'water', 'sea', 'strong', 'weather', 'movement', 'ocean', 'force', 'cold']"
stern-wind,hard,clueOption2,intersection,8,1187,36,18,"['hard', 'blow', 'severe', 'boat', 'air', 'loud', 'ship', 'sail', 'storm', 'water', 'sea', 'statue', 'strong', 'weather', 'movement', 'ocean', 'force', 'cold']"
stern-wind,hard,clueOption2,intersection,16,2588,36,21,"['hard', 'blow', 'loud', 'statue', 'strong', 'harsh', 'force', 'severe', 'pirate', 'sail', 'sea', 'aggressive', 'boat', 'storm', 'weather', 'movement', 'ocean', 'air', 'ship', 'water', 'cold']"
stern-wind,hard,clueOption2,intersection,32,4368,36,27,"['hard', 'blow', 'loud', 'statue', 'strong', 'cereal', 'harsh', 'force', 'strict', 'severe', 'pirate', 'sail', 'sea', 'powerful', 'noun', 'aggressive', 'boat', 'storm', 'intense', 'weather', 'movement', 'ocean', 'air', 'ship', 'serious', 'water', 'cold']"
stern-wind,hard,clueOption2,intersection,64,6410,36,28,"['hard', 'blow', 'loud', 'statue', 'strong', 'cereal', 'harsh', 'force', 'strict', 'severe', 'pirate', 'sail', 'sea', 'powerful', 'noun', 'aggressive', 'boat', 'storm', 'intense', 'weather', 'movement', 'ocean', 'sailboat', 'air', 'ship', 'serious', 'water', 'cold']"
stern-wind,hard,clueOption2,intersection,128,8428,36,28,"['hard', 'blow', 'loud', 'statue', 'strong', 'cereal', 'harsh', 'force', 'strict', 'severe', 'pirate', 'sail', 'sea', 'powerful', 'noun', 'aggressive', 'boat', 'storm', 'intense', 'weather', 'movement', 'ocean', 'sailboat', 'air', 'ship', 'serious', 'water', 'cold']"
stern-wind,hard,clueOption2,intersection,256,10062,36,30,"['hard', 'blow', 'loud', 'statue', 'strong', 'cereal', 'correction', 'harsh', 'force', 'strict', 'pirate', 'severe', 'sail', 'sea', 'powerful', 'noun', 'aggressive', 'boat', 'storm', 'intense', 'weather', 'movement', 'ocean', 'elements', 'sailboat', 'air', 'ship', 'serious', 'water', 'cold']"
stern-wind,hard,clueOption2,intersection,512,11170,36,30,"['hard', 'blow', 'loud', 'statue', 'strong', 'cereal', 'correction', 'harsh', 'force', 'strict', 'pirate', 'severe', 'sail', 'sea', 'powerful', 'noun', 'aggressive', 'boat', 'storm', 'intense', 'weather', 'movement', 'ocean', 'elements', 'sailboat', 'air', 'ship', 'serious', 'water', 'cold']"
stern-wind,hard,clueOption2,intersection,1024,11757,36,30,"['hard', 'blow', 'loud', 'statue', 'strong', 'cereal', 'correction', 'harsh', 'force', 'strict', 'pirate', 'severe', 'sail', 'sea', 'powerful', 'noun', 'aggressive', 'boat', 'storm', 'intense', 'weather', 'movement', 'ocean', 'elements', 'sailboat', 'air', 'ship', 'serious', 'water', 'cold']"
stern-wind,hard,clueOption2,intersection,2048,12001,36,30,"['hard', 'blow', 'loud', 'statue', 'strong', 'cereal', 'correction', 'harsh', 'force', 'strict', 'pirate', 'severe', 'sail', 'sea', 'powerful', 'noun', 'aggressive', 'boat', 'storm', 'intense', 'weather', 'movement', 'ocean', 'elements', 'sailboat', 'air', 'ship', 'serious', 'water', 'cold']"
stern-wind,hard,clueOption2,intersection,4096,12121,36,30,"['hard', 'blow', 'loud', 'statue', 'strong', 'cereal', 'correction', 'harsh', 'force', 'strict', 'pirate', 'severe', 'sail', 'sea', 'powerful', 'noun', 'aggressive', 'boat', 'storm', 'intense', 'weather', 'movement', 'ocean', 'elements', 'sailboat', 'air', 'ship', 'serious', 'water', 'cold']"
